Index,Annual Event #,Metric Interval Event #,Start,Finish,Component Type,Object Name,Inducing Object,Protective Device,Desired Fault type,Fault Type,Number customers affected,Secondary number of customers affected,Location,Meters Affected,Cause
610,247,247,2000-07-20 18:05:00,2000-07-20 18:07:00,overhead_line,17194,RandEvent,F6537,TLG,SLG-A,5,0,-102.758254588 32.9890005029,node62462221928T62462221998 node62463132202T62463131250 node62462059308T62462058491 node62462101209T62462101267 node62463028401T62463028430,human
611,248,248,2000-07-21 02:52:00,2000-07-21 02:54:00,overhead_line,19599,RandEvent,F5552,TLG,TLG,1,0,-102.763915224 32.9928912548,node62462219940T62462219856,human
612,249,249,2000-07-21 04:38:00,2000-07-21 04:40:00,overhead_line,17268,RandEvent,F6171,TLG,TLG,17,0,-102.757967115 32.988868036,node62462172359T62462172379 node62474208819T62474208904 node62462057655T62462057695 node62462178343T62462178321 node62473238040T62473238073 node62463030909T62474210056 node62474203572T62474203566 node62462059542T62463000511 node62463074798T62463074775 node62474204371T62474204354 node62463190800T62463189781 node62462168493T62462169442 node62463078953T62463078922 node62462161131T62462161089 node62462232961T62462233819 node62462091125T62462091135 node62462237962T62462237964,bird
613,250,250,2000-07-21 08:29:00,2000-07-21 08:31:00,overhead_line,20129,RandEvent,F5187,TLG,SLG-A,15,0,-102.763780999 32.9933859943,node62462232961T62462233819 node62463014628T62463014734 node62463019498T62463019467 node62463076992T62463076899 node62462234942T62462233960 node62463016038T62463016077 node62463121169T62463121197 node62463016405T62463015557 node62474212215T62474212237 node62474213353T62474213347 node62462172359T62462172379 node62462174083T62462174081 node62462236984T62462236981 node62473239194T62474180122 node62462058558T62462057585,bird
614,251,251,2000-07-21 12:23:00,2000-07-21 12:25:00,overhead_line,18569,RandEvent,F7508,TLG,TLG,30,0,-102.761137545 32.9919708072,node62462223811T62462223734 node62474203443T62474203356 node62474181623T62474181695 node62462172377T62462172490 node62463002869T62463003904 node62474181335T62474180389 node62463124065T62463124087 node62473239194T62474180122 node62474181469T62474181497 node62462059542T62463000511 node62463017349T62463017451 node62463193561T62463193504 node62463019285T62463019253 node62463024844T62463025910 node62474202650T62474202681 node62474195151T62474196103 node62463018228T62463018249 node62463073088T62463074161 node62474205151T62474205022 node62463018503T62463017479 node62474203981T62474203987 node62462059675T62463000610 node62462235664T62462235631 node62462229510T62462229436 node62463132895T62463133818 node62463016900T62463016837 node62474212215T62474212237 node62462227630T62462227535 node62474207489T62474207437 node62463012543T62463012540,bird
615,252,252,2000-07-21 19:17:00,2000-07-21 19:19:00,overhead_line,17253,RandEvent,F7167,TLG,TLG,24,0,-102.757940424 32.988718056,node62474208819T62474208904 node62474197221T62474197215 node62463074197T62463074165 node62462157141T62462156117 node62463021455T62463021550 node62462229732T62462229741 node62474207056T62474207085 node62474203572T62474203566 node62462231679T62462231679 node62474195268T62474196213 node62474182629T62474182678 node62474181335T62474180389 node62462236984T62462236981 node62462239978T62463120010 node62463185287T62463186324 node62463078953T62463078922 node62463022298T62463022289 node62474204990T62474204859 node62474195011T62474196023 node62462170679T62462170743 node62463024800T62463023775 node62474202046T62463022999 node62463020936T62463020868 node62474182051T62463002948,bird
616,253,253,2000-07-21 21:32:00,2000-07-21 21:34:00,overhead_line,14601,RandEvent,F6171,TLG,SLG-C,7,0,-102.760586102 32.9846425707,node62462169230T62462169245 node62462057655T62462057695 node62474197221T62474197215 node62463012543T62463012540 node62463132202T62463131250 node62462229510T62462229436 node62463025237T62463024257,bird
617,254,254,2000-07-22 09:37:00,2000-07-22 09:39:00,overhead_line,19563,RandEvent,F5187,TLG,SLG-A,15,0,-102.762903707 32.9927726036,node62462221928T62462221998 node62463076992T62463076899 node62463017349T62463017451 node62462057863T62462058873 node62474202454T62474202471 node62463019768T62463020860 node62463014628T62463014734 node62474182629T62474182678 node62463026977T62463026955 node62462229319T62462228465 node62462110050T62462110060 node62462235664T62462235631 node62463019437T62463019414 node62462237962T62462237964 node62463020586T62463020670,bird
618,255,255,2000-07-22 16:09:00,2000-07-22 16:11:00,overhead_line,16229,RandEvent,F7167,TLG,TLG,24,0,-102.760523104 32.9874008387,node62462172359T62462172379 node62462229510T62462229436 node62463072245T62463072330 node62462219940T62462219856 node62463014628T62463014734 node62474182499T62474182459 node62463021455T62463021550 node62462173273T62462173272 node62462157141T62462156117 node62463020936T62463020868 node62463076992T62463076899 node62474208819T62474208904 node62474202046T62463022999 node62474206706T62474206724 node62462219692T62462220516 node62463019285T62463019253 node62474207559T62474207612 node62462168810T62462168870 node62462238928T62462237996 node62474146040T62474206947 node62463018993T62463018961 node62463001627T62463000688 node62463074197T62463074165 node62462229319T62462228465,bird
619,256,256,2000-07-22 20:07:00,2000-07-22 20:09:00,overhead_line,19198,RandEvent,F7508,TLG,SLG-A,16,0,-102.760934275 32.9922361078,node62474207930T62474207936 node62462169230T62462169245 node62463190800T62463189781 node62463018503T62463017479 node62463186398T62463185453 node62474207056T62474207085 node62462091125T62462091135 node62463021692T62463021663 node62474182629T62474182678 node62473238255T62473238283 node62474211060T62463031930 node62474202679T62474202791 node62463014628T62463014734 node62474204552T62474204575 node62474203443T62474203356 node62463133761T62463133761,bird
620,257,257,2000-07-22 22:09:00,2000-07-22 22:11:00,overhead_line,18318,RandEvent,F7167,TLG,TLG,24,0,-102.76609364 32.9901693245,node62462100389T62462101338 node62463032835T62463032849 node62474195268T62474196213 node62462229319T62462228465 node62474181623T62474181695 node62463028720T62463028740 node62462100205T62462100224 node62463001804T62463001814 node62474207559T62474207612 node62462101209T62462101267 node62474205151T62474205022 node62463074798T62463074775 node62474206532T62474206505 node62463021167T62463021200 node62462238928T62462237996 node62463128092T62463188978 node62463189387T62463189482 node62474195151T62474196103 node62463021455T62463021550 node62474202354T62474202362 node62474182499T62474182459 node62462221747T62462222618 node62462235664T62462235631 node62462232961T62462233819,bird
621,258,258,2000-07-23 18:08:00,2000-07-23 18:10:00,overhead_line,20599,RandEvent,F5187,TLG,TLG,30,0,-102.76444522 32.9943108656,node62463016038T62463016077 node62463139865T62463139950 node62462231414T62462230473 node62474212215T62474212237 node62474208243T62474208138 node62474205151T62474205022 node62473239194T62474180122 node62474207056T62474207085 node62463017349T62463017451 node62463074197T62463074165 node62463020586T62463020670 node62462231529T62462231545 node62462225969T62462166024 node62474197221T62474197215 node62463022298T62463022289 node62462234942T62462233960 node62463020936T62463020868 node62474181623T62474181695 node62463014628T62463014734 node62463075194T62463075133 node62463018503T62463017479 node62463028401T62463028430 node62463134548T62463134578 node62474182051T62463002948 node62463027798T62463027880 node62463000855T62463000829 node62474195011T62474196023 node62463072245T62463072330 node62462059675T62463000610 node62474196191T62474197105,bird
622,259,259,2000-07-23 19:46:00,2000-07-23 19:48:00,overhead_line,18206,RandEvent,F7167,TLG,TLG,24,0,-102.762922407 32.9901907998,node62462235664T62462235631 node62474202555T62474202581 node62462101209T62462101267 node62462225969T62462166024 node62474206893T62474207830 node62474211335T62474211356 node62463074975T62463014050 node62463032835T62463032849 node62474202953T62474202989 node62463133761T62463133761 node62462058744T62462058764 node62463016405T62463015557 node62462173273T62462173272 node62474203572T62474203566 node62463019768T62463020860 node62463021167T62463021200 node62474195268T62474196213 node62463133009T62463132037 node62463121169T62463121197 node62463017062T62463017045 node62463134548T62463134578 node62474196319T62474196353 node62463026977T62463026955 node62474205151T62474205022,bird
623,260,260,2000-07-24 06:58:00,2000-07-24 07:00:00,overhead_line,68064,RandEvent,F7508,TLG,SLG-A,16,0,-102.75932902 32.9889631252,node62462100389T62462101338 node62462231529T62462231545 node62463018228T62463018249 node62463022720T62463022676 node62474181623T62474181695 node62462227630T62462227535 node62463024800T62463023775 node62463013707T62463013737 node62474196191T62474197105 node62474202147T62474202166 node62474204552T62474204575 node62463188901T62463187888 node62463186718T62463186742 node62474202650T62474202681 node62463186691T62463186577 node62462169230T62462169245,bird
624,261,261,2000-07-24 11:07:00,2000-07-24 11:09:00,overhead_line,18359,RandEvent,F7508,TLG,TLG,30,0,-102.758380402 32.9910370889,node62462059308T62462058491 node62462229510T62462229436 node62462173273T62462173272 node62463022720T62463022676 node62462235664T62462235631 node62463123162T62463123126 node62463130850T62463130794 node62462229732T62462229741 node62474205893T62474206824 node62463133761T62463133761 node62463075332T62463075357 node62474201080T62463022938 node62474207930T62474207936 node62463001804T62463001814 node62462101209T62462101267 node62474207056T62474207085 node62463024844T62463025910 node62474180317T62474180356 node62463074798T62463074775 node62463021455T62463021550 node62474204748T62474204749 node62473239131T62473239069 node62463189387T62463189482 node62474202354T62474202362 node62462227630T62462227535 node62474202679T62474202791 node62462232961T62462233819 node62462100389T62462101338 node62463028401T62463028430 node62462091125T62462091135,bird
625,262,262,2000-07-24 11:08:00,2000-07-24 11:10:00,overhead_line,15809,RandEvent,F7167,TLG,TLG,24,0,-102.760633398 32.9867086746,node62474203981T62474203987 node62463016038T62463016077 node62473238221T62473238126 node62463021455T62463021550 node62474205893T62474206824 node62462227630T62462227535 node62463018228T62463018249 node62474207056T62474207085 node62462110050T62462110060 node62473238040T62473238073 node62463129089T62463129146 node62474144036T62474204979 node62462219940T62462219856 node62462057655T62462057695 node62474207489T62474207437 node62474202650T62474202681 node62474182499T62474182459 node62463190800T62463189781 node62462163909T62462162948 node62463016251T62463016201 node62474202679T62474202791 node62463075194T62463075133 node62474146040T62474206947 node62474204371T62474204354,bird
626,263,263,2000-07-24 13:32:00,2000-07-24 13:34:00,overhead_line,19387,RandEvent,F7167,TLG,TLG,24,0,-102.760477548 32.9919248236,node62462057439T62462057478 node62463018228T62463018249 node62462173273T62462173272 node62474212387T62474212358 node62474204552T62474204575 node62462101209T62462101267 node62463129089T62463129146 node62462231679T62462231679 node62463079175T62463079127 node62474180317T62474180356 node62463014628T62463014734 node62462110050T62462110060 node62463019285T62463019253 node62474203981T62474203987 node62463017062T62463017045 node62462058915T62462058961 node62463019768T62463020860 node62474181469T62474181497 node62462168493T62462169442 node62463016251T62463016201 node62462223811T62462223734 node62463193561T62463193504 node62463020586T62463020670 node62474207119T62474207223,bird
627,264,264,2000-07-26 05:43:00,2000-07-26 05:45:00,overhead_line,20367,RandEvent,F7167,TLG,SLG-A,10,0,-102.763973826 32.9939326521,node62462058558T62462057585 node62474195268T62474196213 node62463193561T62463193504 node62462178343T62462178321 node62474206532T62474206505 node62474195011T62474196023 node62462221747T62462222618 node62462110050T62462110060 node62462170679T62462170743 node62463186691T62463186577,bird
628,265,265,2000-07-27 04:37:00,2000-07-27 04:39:00,overhead_line,18823,RandEvent,F7515,TLG,SLG-C,1,0,-102.759140591 32.9909158088,node62463019058T62463019150,bird
629,266,266,2000-07-27 18:02:00,2000-07-27 18:04:00,overhead_line,19519,RandEvent,F6171,TLG,TLG,17,0,-102.762032229 32.9920978816,node62462232691T62462232564 node62474212215T62474212237 node62462059542T62463000511 node62462101209T62462101267 node62474195268T62474196213 node62474202147T62474202166 node62474182499T62474182459 node62463074197T62463074165 node62462232961T62462233819 node62474144036T62474204979 node62474202454T62474202471 node62462231529T62462231545 node62462237962T62462237964 node62473239194T62474180122 node62463134548T62463134578 node62462157141T62462156117 node62463074798T62463074775,bird
630,267,267,2000-07-29 07:47:00,2000-07-29 07:49:00,overhead_line,20424,RandEvent,F6171,TLG,TLG,17,0,-102.764637586 32.9939773823,node62474205692T62474206624 node62462058558T62462057585 node62463013691T62463013576 node62462059793T62462059787 node62474207559T62474207612 node62474202679T62474202791 node62474146040T62474206947 node62462229510T62462229436 node62473238221T62473238126 node62462057863T62462058873 node62463027798T62463027880 node62474207056T62474207085 node62474206706T62474206724 node62462221928T62462221998 node62463016405T62463015557 node62463019058T62463019150 node62474195011T62474196023,bird
631,268,268,2000-07-29 10:37:00,2000-07-29 10:38:00,overhead_line,19043,RandEvent,F6171,TLG,SLG-B,6,0,-102.760406509 32.9913869179,node62474196319T62474196353 node62463133009T62463132037 node62462170679T62462170743 node62463072245T62463072330 node62463132202T62463131250 node62463018503T62463017479,bird
